"name","rating","is_fav","link"
"Mamma Mia! Here We Go Again",6,FALSE,"https://www.filmweb.pl/film/Mamma+Mia+Here+We+Go+Again-2018-790375"
"Pierwsza noc oczyszczenia",4,FALSE,"https://www.filmweb.pl/film/Pierwsza+noc+oczyszczenia-2018-788329"
"Users",6,FALSE,"https://www.filmweb.pl/film/Users-2018-802580"
"Na plaży Chesil",4,FALSE,"https://www.filmweb.pl/film/Na+pla%C5%BCy+Chesil-2017-588163"
"Sicario 2: Soldado",6,FALSE,"https://www.filmweb.pl/film/Sicario+2%3A+Soldado-2018-776171"
"Drapacz chmur",4,FALSE,"https://www.filmweb.pl/film/Drapacz+chmur-2018-795910"
"Blok 99",8,TRUE,"https://www.filmweb.pl/film/Blok+99-2017-781007"
"Iniemamocni",7,FALSE,"https://www.filmweb.pl/film/Iniemamocni-2004-99445"
"Iniemamocni 2",8,TRUE,"https://www.filmweb.pl/film/Iniemamocni+2-2018-740144"
"Berek",6,FALSE,"https://www.filmweb.pl/film/Berek-2018-791088"
"Heimat",6,FALSE,"https://www.filmweb.pl/film/Heimat-2017-790279"
"Jestem taka piękna!",4,FALSE,"https://www.filmweb.pl/film/Jestem+taka+pi%C4%99kna-2018-789768"
"Odnajdę cię",3,FALSE,"https://www.filmweb.pl/film/Odnajd%C4%99+ci%C4%99-2018-797695"
"Ocean's 8",4,FALSE,"https://www.filmweb.pl/film/Ocean%27s+8-2018-757444"
"53 wojny",7,FALSE,"https://www.filmweb.pl/film/53+wojny-2018-779949"
"Dzień czekolady",3,FALSE,"https://www.filmweb.pl/film/Dzie%C5%84+czekolady-2018-495112"
"Atlas",7,FALSE,"https://www.filmweb.pl/film/Atlas-2017-769058"
"Catalina",2,FALSE,"https://www.filmweb.pl/film/Catalina-2017-790301"
"Dziedzictwo. Hereditary",8,TRUE,"https://www.filmweb.pl/film/Dziedzictwo.+Hereditary-2018-802930"
"Twój Simon",6,FALSE,"https://www.filmweb.pl/film/Tw%C3%B3j+Simon-2018-797246"
"Jurassic World: Upadłe królestwo",4,FALSE,"https://www.filmweb.pl/film/Jurassic+World%3A+Upad%C5%82e+kr%C3%B3lestwo-2018-758909"
"Żywiciel",8,TRUE,"https://www.filmweb.pl/film/%C5%BBywiciel-2017-752070"
"Przebudzenie dusz",6,FALSE,"https://www.filmweb.pl/film/Przebudzenie+dusz-2017-767751"
"Zimna wojna",8,TRUE,"https://www.filmweb.pl/film/Zimna+wojna-2018-764039"
"Han Solo: Gwiezdne wojny - historie",6,TRUE,"https://www.filmweb.pl/film/Han+Solo%3A+Gwiezdne+wojny+-+historie-2018-714149"
"451° Fahrenheita",4,FALSE,"https://www.filmweb.pl/film/451%C2%B0+Fahrenheita-2018-112697"
"Ładunek",7,TRUE,"https://www.filmweb.pl/film/%C5%81adunek-2017-803161"
"Wonderstruck",4,FALSE,"https://www.filmweb.pl/film/Wonderstruck-2017-765191"
"Prawdziwa historia",4,FALSE,"https://www.filmweb.pl/film/Prawdziwa+historia-2017-786679"
"Deadpool",6,TRUE,"https://www.filmweb.pl/film/Deadpool-2016-514675"
"Deadpool 2",6,FALSE,"https://www.filmweb.pl/film/Deadpool+2-2018-760429"
"The Clapper",6,FALSE,"https://www.filmweb.pl/film/The+Clapper-2017-788336"
"Tully",8,TRUE,"https://www.filmweb.pl/film/Tully-2018-776170"
"Ghostland",1,FALSE,"https://www.filmweb.pl/film/Ghostland-2018-768105"
"Rampage: Dzika furia",3,FALSE,"https://www.filmweb.pl/film/Rampage%3A+Dzika+furia-2018-714800"
"Zemsta",8,TRUE,"https://www.filmweb.pl/film/Zemsta-2017-807467"
"Śmierć Stalina",6,FALSE,"https://www.filmweb.pl/film/%C5%9Amier%C4%87+Stalina-2017-776099"
"Mój przyjaciel morderca",7,FALSE,"https://www.filmweb.pl/film/M%C3%B3j+przyjaciel+morderca-2017-788915"
"Moje dni z Mercy",5,FALSE,"https://www.filmweb.pl/film/Moje+dni+z+Mercy-2017-770928"
"Anchor and Hope",7,FALSE,"https://www.filmweb.pl/film/Anchor+and+Hope-2017-806304"
"Proza życia",7,FALSE,"https://www.filmweb.pl/film/Proza+%C5%BCycia-2017-787097"
"Avengers: Wojna bez granic",8,TRUE,"https://www.filmweb.pl/film/Avengers%3A+Wojna+bez+granic-2018-693758"
"Strażnicy cnoty",4,FALSE,"https://www.filmweb.pl/film/Stra%C5%BCnicy+cnoty-2018-762896"
"Dziewczyna we mgle",5,FALSE,"https://www.filmweb.pl/film/Dziewczyna+we+mgle-2017-796891"
"Prawda czy wyzwanie",2,FALSE,"https://www.filmweb.pl/film/Prawda+czy+wyzwanie-2018-798331"
"Huragan",3,FALSE,"https://www.filmweb.pl/film/Huragan-2018-782044"
"Thelma",5,FALSE,"https://www.filmweb.pl/film/Thelma-2017-782776"
"Życzenie śmierci",3,FALSE,"https://www.filmweb.pl/film/%C5%BByczenie+%C5%9Bmierci-2018-766688"
"Wyspa psów",6,FALSE,"https://www.filmweb.pl/film/Wyspa+ps%C3%B3w-2018-756278"
"Studniówk@",1,FALSE,"https://www.filmweb.pl/film/Studni%C3%B3wk%40-2018-648728"
"Pitbull. Ostatni pies",6,FALSE,"https://www.filmweb.pl/film/Pitbull.+Ostatni+pies-2018-795063"
"Ciche miejsce",7,TRUE,"https://www.filmweb.pl/film/Ciche+miejsce-2018-795912"
"Twarz",6,FALSE,"https://www.filmweb.pl/film/Twarz-2017-754841"
"Lara Croft: Tomb Raider",3,FALSE,"https://www.filmweb.pl/film/Lara+Croft%3A+Tomb+Raider-2001-1466"
"Tomb Raider",5,FALSE,"https://www.filmweb.pl/film/Tomb+Raider-2018-557479"
"Wieża. Jasny dzień",9,TRUE,"https://www.filmweb.pl/film/Wie%C5%BCa.+Jasny+dzie%C5%84-2017-775897"
"Pacific Rim: Rebelia",3,FALSE,"https://www.filmweb.pl/film/Pacific+Rim%3A+Rebelia-2018-693851"
"Wieczór gier",6,FALSE,"https://www.filmweb.pl/film/Wiecz%C3%B3r+gier-2018-757913"
"Nigdy cię tu nie było",7,FALSE,"https://www.filmweb.pl/film/Nigdy+ci%C4%99+tu+nie+by%C5%82o-2017-775228"
"Każdego dnia",4,FALSE,"https://www.filmweb.pl/film/Ka%C5%BCdego+dnia-2018-797871"
"Nie jestem czarownicą",7,FALSE,"https://www.filmweb.pl/film/Nie+jestem+czarownic%C4%85-2017-790275"
"Kobieta sukcesu",2,FALSE,"https://www.filmweb.pl/film/Kobieta+sukcesu-2018-796435"
"Czarna Pantera",6,FALSE,"https://www.filmweb.pl/film/Czarna+Pantera-2018-594358"
"Kobiety mafii",4,FALSE,"https://www.filmweb.pl/film/Kobiety+mafii-2018-795758"
"Czwarta władza",5,FALSE,"https://www.filmweb.pl/film/Czwarta+w%C5%82adza-2017-794705"
"Jestem najlepsza. Ja, Tonya",7,FALSE,"https://www.filmweb.pl/film/Jestem+najlepsza.+Ja%2C+Tonya-2017-788923"
"Nowe oblicze Greya",2,FALSE,"https://www.filmweb.pl/film/Nowe+oblicze+Greya-2018-736150"
"Paradoks Cloverfield",4,FALSE,"https://www.filmweb.pl/film/Paradoks+Cloverfield-2018-674704"
"Czas mroku",6,FALSE,"https://www.filmweb.pl/film/Czas+mroku-2017-782092"
"Wszystkie pieniądze świata",4,FALSE,"https://www.filmweb.pl/film/Wszystkie+pieni%C4%85dze+%C5%9Bwiata-2017-792452"
"Plan B",6,FALSE,"https://www.filmweb.pl/film/Plan+B-2018-779975"
"Nić widmo",8,TRUE,"https://www.filmweb.pl/film/Ni%C4%87+widmo-2017-789687"
"Kształt wody",7,FALSE,"https://www.filmweb.pl/film/Kszta%C5%82t+wody-2017-775970"
"The Disaster Artist",7,TRUE,"https://www.filmweb.pl/film/The+Disaster+Artist-2017-714538"
"The Room",1,TRUE,"https://www.filmweb.pl/film/The+Room-2003-252299"
"Więzień labiryntu: Lek na śmierć",5,FALSE,"https://www.filmweb.pl/film/Wi%C4%99zie%C5%84+labiryntu%3A+Lek+na+%C5%9Bmier%C4%87-2018-740444"
"Lady Bird",8,TRUE,"https://www.filmweb.pl/film/Lady+Bird-2017-762864"
"Podatek od miłości",5,FALSE,"https://www.filmweb.pl/film/Podatek+od+mi%C5%82o%C5%9Bci-2018-783032"
"DJ",1,FALSE,"https://www.filmweb.pl/film/DJ-2017-795760"
"Escape Room",1,FALSE,"https://www.filmweb.pl/film/Escape+Room-2017-796989"
"Mudbound",7,FALSE,"https://www.filmweb.pl/film/Mudbound-2017-768972"
"Trzy billboardy za Ebbing, Missouri",9,TRUE,"https://www.filmweb.pl/film/Trzy+billboardy+za+Ebbing%2C+Missouri-2017-767406"
"Jim i Andy",8,TRUE,"https://www.filmweb.pl/film/Jim+i+Andy-2017-791876"
"Tamte dni, tamte noce",8,TRUE,"https://www.filmweb.pl/film/Tamte+dni%2C+tamte+noce-2017-779394"
"Good Time",7,TRUE,"https://www.filmweb.pl/film/Good+Time-2017-786615"
"Outsiderka",6,FALSE,"https://www.filmweb.pl/film/Outsiderka-2016-740813"
"M jak morderca",2,FALSE,"https://www.filmweb.pl/film/M+jak+morderca-2017-787686"
"Gra o wszystko",7,FALSE,"https://www.filmweb.pl/film/Gra+o+wszystko-2017-774747"
"Tour de doping",6,FALSE,"https://www.filmweb.pl/film/Tour+de+doping-2017-787414"
"I tak cię kocham",7,TRUE,"https://www.filmweb.pl/film/I+tak+ci%C4%99+kocham-2017-781068"
"Cudowny chłopak",7,TRUE,"https://www.filmweb.pl/film/Cudowny+ch%C5%82opak-2017-776387"
"Ostra noc",3,FALSE,"https://www.filmweb.pl/film/Ostra+noc-2017-766327"
"Jak dogryźć mafii",1,FALSE,"https://www.filmweb.pl/film/Jak+dogry%C5%BA%C4%87+mafii-2017-755340"
"Linia życia",2,FALSE,"https://www.filmweb.pl/film/Linia+%C5%BCycia-2017-634796"
"Król rozrywki",6,TRUE,"https://www.filmweb.pl/film/Kr%C3%B3l+rozrywki-2017-536242"
"Gotowi na wszystko. Exterminator",5,FALSE,"https://www.filmweb.pl/film/Gotowi+na+wszystko.+Exterminator-2017-787951"
"The Circle. Krąg",2,FALSE,"https://www.filmweb.pl/film/The+Circle.+Kr%C4%85g-2017-748293"
"Wojna płci",5,FALSE,"https://www.filmweb.pl/film/Wojna+p%C5%82ci-2017-759409"
"xXx: Reaktywacja",2,FALSE,"https://www.filmweb.pl/film/xXx%3A+Reaktywacja-2017-494092"
"Pakt krwi",1,FALSE,"https://www.filmweb.pl/film/Pakt+krwi-2017-769502"
"Rings",1,FALSE,"https://www.filmweb.pl/film/Rings-2017-298736"
"Holiday",5,FALSE,"https://www.filmweb.pl/film/Holiday-2006-261979"
"Dom wygranych",4,FALSE,"https://www.filmweb.pl/film/Dom+wygranych-2017-738280"
"Na karuzeli życia",4,FALSE,"https://www.filmweb.pl/film/Na+karuzeli+%C5%BCycia-2017-788228"
"Totem",1,FALSE,"https://www.filmweb.pl/film/Totem-2017-733048"
"Zabicie świętego jelenia",5,FALSE,"https://www.filmweb.pl/film/Zabicie+%C5%9Bwi%C4%99tego+jelenia-2017-776169"
"The Florida Project",8,TRUE,"https://www.filmweb.pl/film/The+Florida+Project-2017-787309"
"Cipka",7,FALSE,"https://www.filmweb.pl/film/Cipka-2015-773033"
"Kraina Lodu. Przygoda Olafa",6,FALSE,"https://www.filmweb.pl/film/Kraina+Lodu.+Przygoda+Olafa-2017-788310"
"Coco",8,TRUE,"https://www.filmweb.pl/film/Coco-2017-752260"
"Twój Vincent",7,TRUE,"https://www.filmweb.pl/film/Tw%C3%B3j+Vincent-2017-698207"
"Liga Sprawiedliwości",5,FALSE,"https://www.filmweb.pl/film/Liga+Sprawiedliwo%C5%9Bci-2017-426598"
"mother!",4,FALSE,"https://www.filmweb.pl/film/mother-2017-760272"
"Listy do M. 3",5,FALSE,"https://www.filmweb.pl/film/Listy+do+M.+3-2017-779043"
"Olli Mäki. Najszczęśliwszy dzień jego życia",7,FALSE,"https://www.filmweb.pl/film/Olli+M%C3%A4ki.+Najszcz%C4%99%C5%9Bliwszy+dzie%C5%84+jego+%C5%BCycia-2016-766607"
"Śmierć nadejdzie dziś",6,FALSE,"https://www.filmweb.pl/film/%C5%9Amier%C4%87+nadejdzie+dzi%C5%9B-2017-465839"
"Piła: Dziedzictwo",3,FALSE,"https://www.filmweb.pl/film/Pi%C5%82a%3A+Dziedzictwo-2017-705627"
"Thor: Ragnarok",7,TRUE,"https://www.filmweb.pl/film/Thor%3A+Ragnarok-2017-707970"
"Ach śpij kochanie",3,FALSE,"https://www.filmweb.pl/film/Ach+%C5%9Bpij+kochanie-2017-774077"
"Jeszcze nie koniec",8,TRUE,"https://www.filmweb.pl/film/Jeszcze+nie+koniec-2017-791800"
"Córki Abril",4,FALSE,"https://www.filmweb.pl/film/C%C3%B3rki+Abril-2017-784750"
"Maelström",4,FALSE,"https://www.filmweb.pl/film/Maelstr%C3%B6m-2000-32354"
"Borg/McEnroe. Między odwagą a szaleństwem",6,FALSE,"https://www.filmweb.pl/film/Borg+McEnroe.+Mi%C4%99dzy+odwag%C4%85+a+szale%C5%84stwem-2017-775409"
"Kobiety i XX wiek",8,TRUE,"https://www.filmweb.pl/film/Kobiety+i+XX+wiek-2016-744778"
"Pogorzelisko",9,TRUE,"https://www.filmweb.pl/film/Pogorzelisko-2010-512263"
"Wróg",3,FALSE,"https://www.filmweb.pl/film/Wr%C3%B3g-2013-651383"
"Geostorm",2,TRUE,"https://www.filmweb.pl/film/Geostorm-2017-710264"
"Krucyfiks",2,FALSE,"https://www.filmweb.pl/film/Krucyfiks-2017-732440"
"Pierwszy śnieg",4,FALSE,"https://www.filmweb.pl/film/Pierwszy+%C5%9Bnieg-2017-668347"
"Emotki. Film",2,FALSE,"https://www.filmweb.pl/film/Emotki.+Film-2017-752144"
"My Little Pony. Film",6,FALSE,"https://www.filmweb.pl/film/My+Little+Pony.+Film-2017-727110"
"Blade Runner 2049",8,TRUE,"https://www.filmweb.pl/film/Blade+Runner+2049-2017-630798"
"Kingsman: Złoty Krąg",5,FALSE,"https://www.filmweb.pl/film/Kingsman%3A+Z%C5%82oty+Kr%C4%85g-2017-743496"
"The Square",8,TRUE,"https://www.filmweb.pl/film/The+Square-2017-786678"
"LEGO® NINJAGO: FILM",6,TRUE,"https://www.filmweb.pl/film/LEGO%C2%AE+NINJAGO%3A+FILM-2017-712208"
"Pitbull. Niebezpieczne kobiety",4,FALSE,"https://www.filmweb.pl/film/Pitbull.+Niebezpieczne+kobiety-2016-766551"
"Czuwaj",2,FALSE,"https://www.filmweb.pl/film/Czuwaj-2017-790361"
"Pomiędzy słowami",6,FALSE,"https://www.filmweb.pl/film/Pomi%C4%99dzy+s%C5%82owami-2017-790360"
"Reakcja łańcuchowa",1,FALSE,"https://www.filmweb.pl/film/Reakcja+%C5%82a%C5%84cuchowa-2017-782704"
"Tarapaty",5,FALSE,"https://www.filmweb.pl/film/Tarapaty-2017-772806"
"Atak paniki",7,TRUE,"https://www.filmweb.pl/film/Atak+paniki-2017-772805"
"Najlepszy",7,TRUE,"https://www.filmweb.pl/film/Najlepszy-2017-772700"
"Człowiek z magicznym pudełkiem",7,TRUE,"https://www.filmweb.pl/film/Cz%C5%82owiek+z+magicznym+pude%C5%82kiem-2017-755466"
"Zgoda",5,FALSE,"https://www.filmweb.pl/film/Zgoda-2017-751105"
"Dzikie róże",8,FALSE,"https://www.filmweb.pl/film/Dzikie+r%C3%B3%C5%BCe-2017-747974"
"Więzień labiryntu",5,FALSE,"https://www.filmweb.pl/film/Wi%C4%99zie%C5%84+labiryntu-2014-609757"
"American Assassin",6,FALSE,"https://www.filmweb.pl/film/American+Assassin-2017-628311"
"Tulipanowa gorączka",3,FALSE,"https://www.filmweb.pl/film/Tulipanowa+gor%C4%85czka-2017-275064"
"Ptaki śpiewają w Kigali",6,FALSE,"https://www.filmweb.pl/film/Ptaki+%C5%9Bpiewaj%C4%85+w+Kigali-2017-595615"
"Głupi i głupszy",6,FALSE,"https://www.filmweb.pl/film/G%C5%82upi+i+g%C5%82upszy-1994-5994"
"Na układy nie ma rady",1,FALSE,"https://www.filmweb.pl/film/Na+uk%C5%82ady+nie+ma+rady-2017-788599"
"Druhny",5,FALSE,"https://www.filmweb.pl/film/Druhny-2011-582365"
"Green Lantern",2,FALSE,"https://www.filmweb.pl/film/Green+Lantern-2011-242379"
"To",8,TRUE,"https://www.filmweb.pl/film/To-2017-571114"
"Notatnik śmierci",4,FALSE,"https://www.filmweb.pl/film/Notatnik+%C5%9Bmierci-2017-527261"
"Na pokuszenie",7,FALSE,"https://www.filmweb.pl/film/Na+pokuszenie-2017-769844"
"Małe zło",5,FALSE,"https://www.filmweb.pl/film/Ma%C5%82e+z%C5%82o-2017-782621"
"Adventureland",6,FALSE,"https://www.filmweb.pl/film/Adventureland-2009-460047"
"Bone Tomahawk",9,TRUE,"https://www.filmweb.pl/film/Bone+Tomahawk-2015-671707"
"Photon",8,FALSE,"https://www.filmweb.pl/film/Photon-2017-738846"
"Barry Seal: Król przemytu",7,FALSE,"https://www.filmweb.pl/film/Barry+Seal%3A+Kr%C3%B3l+przemytu-2017-736421"
"Obdarowani",6,FALSE,"https://www.filmweb.pl/film/Obdarowani-2017-756152"
"Bodyguard Zawodowiec",5,FALSE,"https://www.filmweb.pl/film/Bodyguard+Zawodowiec-2017-663259"
"Obecność",6,FALSE,"https://www.filmweb.pl/film/Obecno%C5%9B%C4%87-2013-627100"
"XX",4,FALSE,"https://www.filmweb.pl/film/XX-2017-736857"
"Mroczna wieża",3,FALSE,"https://www.filmweb.pl/film/Mroczna+wie%C5%BCa-2017-592775"
"Kuso",6,FALSE,"https://www.filmweb.pl/film/Kuso-2017-790276"
"Uczciwy człowiek",5,FALSE,"https://www.filmweb.pl/film/Uczciwy+cz%C5%82owiek-2017-787425"
"Droga Aszera",6,FALSE,"https://www.filmweb.pl/film/Droga+Aszera-2017-787424"
"Sinobrody",2,FALSE,"https://www.filmweb.pl/film/Sinobrody-2016-771442"
"Syn Królowej Śniegu",1,FALSE,"https://www.filmweb.pl/film/Syn+Kr%C3%B3lowej+%C5%9Aniegu-2017-767933"
"Fantastyczna kobieta",7,FALSE,"https://www.filmweb.pl/film/Fantastyczna+kobieta-2017-775775"
"Serce miłości",7,FALSE,"https://www.filmweb.pl/film/Serce+mi%C5%82o%C5%9Bci-2017-779211"
"Performer",5,FALSE,"https://www.filmweb.pl/film/Performer-2015-662784"
"Po tamtej stronie",7,FALSE,"https://www.filmweb.pl/film/Po+tamtej+stronie-2017-779256"
"Niemiłość",8,TRUE,"https://www.filmweb.pl/film/Niemi%C5%82o%C5%9B%C4%87-2017-777456"
"Happy End",6,FALSE,"https://www.filmweb.pl/film/Happy+End-2017-761997"
"Manifesto",6,FALSE,"https://www.filmweb.pl/film/Manifesto-2015-755268"
"Mięso",7,FALSE,"https://www.filmweb.pl/film/Mi%C4%99so-2016-772194"
"Atomic Blonde",5,FALSE,"https://www.filmweb.pl/film/Atomic+Blonde-2017-755384"
"Ghost Story",8,TRUE,"https://www.filmweb.pl/film/Ghost+Story-2017-783195"
"Kedi - sekretne życie kotów",7,FALSE,"https://www.filmweb.pl/film/Kedi+-+sekretne+%C5%BCycie+kot%C3%B3w-2016-782505"
"Wet Hot American Summer",5,FALSE,"https://www.filmweb.pl/film/Wet+Hot+American+Summer-2001-31318"
"Job, czyli ostatnia szara komórka",2,FALSE,"https://www.filmweb.pl/film/Job%2C+czyli+ostatnia+szara+kom%C3%B3rka-2006-316686"
"Contratiempo. Niewidzialny gość",6,FALSE,"https://www.filmweb.pl/film/Contratiempo.+Niewidzialny+go%C5%9B%C4%87-2016-754287"
"Klub winowajców",6,FALSE,"https://www.filmweb.pl/film/Klub+winowajc%C3%B3w-1985-31294"
"Sztuka kochania. Historia Michaliny Wisłockiej",7,TRUE,"https://www.filmweb.pl/film/Sztuka+kochania.+Historia+Michaliny+Wis%C5%82ockiej-2017-763312"
"Dunkierka",8,FALSE,"https://www.filmweb.pl/film/Dunkierka-2017-681141"
"Odkrycie",4,FALSE,"https://www.filmweb.pl/film/Odkrycie-2017-757770"
"Aż do kości",6,FALSE,"https://www.filmweb.pl/film/A%C5%BC+do+ko%C5%9Bci-2017-771035"
"Jack",5,FALSE,"https://www.filmweb.pl/film/Jack-1996-661"
"Flubber",6,FALSE,"https://www.filmweb.pl/film/Flubber-1997-51"
"Projekt: Monster",6,TRUE,"https://www.filmweb.pl/film/Projekt%3A+Monster-2008-448713"
"Zło we mnie",6,FALSE,"https://www.filmweb.pl/film/Z%C5%82o+we+mnie-2015-725324"
"Sausage Party",7,TRUE,"https://www.filmweb.pl/film/Sausage+Party-2016-599051"
"21 x Nowy Jork",7,FALSE,"https://www.filmweb.pl/film/21+x+Nowy+Jork-2016-766846"
"To przychodzi po zmroku",8,TRUE,"https://www.filmweb.pl/film/To+przychodzi+po+zmroku-2017-779305"
"Elle",7,TRUE,"https://www.filmweb.pl/film/Elle-2016-723206"
"Okja",6,FALSE,"https://www.filmweb.pl/film/Okja-2017-748224"
"Przełęcz ocalonych",7,TRUE,"https://www.filmweb.pl/film/Prze%C5%82%C4%99cz+ocalonych-2016-658802"
"W starym, dobrym stylu",6,FALSE,"https://www.filmweb.pl/film/W+starym%2C+dobrym+stylu-2017-744484"
"Spider-Man: Homecoming",7,TRUE,"https://www.filmweb.pl/film/Spider-Man%3A+Homecoming-2017-659676"
"Volta",2,FALSE,"https://www.filmweb.pl/film/Volta-2017-775220"
"Rycerz pucharów",6,FALSE,"https://www.filmweb.pl/film/Rycerz+puchar%C3%B3w-2015-638866"
"Śmierć Ludwika XIV",8,FALSE,"https://www.filmweb.pl/film/%C5%9Amier%C4%87+Ludwika+XIV-2016-764213"
"Baby Driver",8,TRUE,"https://www.filmweb.pl/film/Baby+Driver-2017-736411"
"Dobrze się kłamie w miłym towarzystwie",7,FALSE,"https://www.filmweb.pl/film/Dobrze+si%C4%99+k%C5%82amie+w+mi%C5%82ym+towarzystwie-2016-752725"
"Niesamowity Spider-Man",6,FALSE,"https://www.filmweb.pl/film/Niesamowity+Spider-Man-2012-401436"
"Piękna i Bestia",6,FALSE,"https://www.filmweb.pl/film/Pi%C4%99kna+i+Bestia-2017-736788"
"Baywatch. Słoneczny patrol",3,FALSE,"https://www.filmweb.pl/film/Baywatch.+S%C5%82oneczny+patrol-2017-224731"
"Auta 3",6,TRUE,"https://www.filmweb.pl/film/Auta+3-2017-711933"
"Auta 2",5,FALSE,"https://www.filmweb.pl/film/Auta+2-2011-478475"
"Nie oddychaj",6,FALSE,"https://www.filmweb.pl/film/Nie+oddychaj-2016-727968"
"Jaś Fasola: Nadciąga totalny kataklizm",6,FALSE,"https://www.filmweb.pl/film/Ja%C5%9B+Fasola%3A+Nadci%C4%85ga+totalny+kataklizm-1997-527"
"Ouija: Narodziny zła",3,FALSE,"https://www.filmweb.pl/film/Ouija%3A+Narodziny+z%C5%82a-2016-733392"
"Sand Castle",6,FALSE,"https://www.filmweb.pl/film/Sand+Castle-2017-757063"
"Król Artur: Legenda miecza",4,FALSE,"https://www.filmweb.pl/film/Kr%C3%B3l+Artur%3A+Legenda+miecza-2017-568216"
"Frankenstein",6,FALSE,"https://www.filmweb.pl/film/Frankenstein-1994-1030"
"Mumia",2,FALSE,"https://www.filmweb.pl/film/Mumia-2017-674146"
"Batman v Superman: Świt sprawiedliwości",4,FALSE,"https://www.filmweb.pl/film/Batman+v+Superman%3A+%C5%9Awit+sprawiedliwo%C5%9Bci-2016-687215"
"Mroczny Rycerz powstaje",5,FALSE,"https://www.filmweb.pl/film/Mroczny+Rycerz+powstaje-2012-506756"
"Wonder Woman",6,TRUE,"https://www.filmweb.pl/film/Wonder+Woman-2017-201190"
"Piraci z Karaibów: Zemsta Salazara",4,FALSE,"https://www.filmweb.pl/film/Piraci+z+Karaib%C3%B3w%3A+Zemsta+Salazara-2017-606542"
"Piraci z Karaibów: Skrzynia umarlaka",5,FALSE,"https://www.filmweb.pl/film/Piraci+z+Karaib%C3%B3w%3A+Skrzynia+umarlaka-2006-107404"
"Piraci z Karaibów: Klątwa Czarnej Perły",7,TRUE,"https://www.filmweb.pl/film/Piraci+z+Karaib%C3%B3w%3A+Kl%C4%85twa+Czarnej+Per%C5%82y-2003-37309"
"Elizjum",6,FALSE,"https://www.filmweb.pl/film/Elizjum-2013-558960"
"Obcy: Przymierze",4,FALSE,"https://www.filmweb.pl/film/Obcy%3A+Przymierze-2017-665400"
"Gwiazdy",2,FALSE,"https://www.filmweb.pl/film/Gwiazdy-2017-695454"
"Free Fire",6,FALSE,"https://www.filmweb.pl/film/Free+Fire-2016-730553"
"Strażnicy Galaktyki vol. 2",6,FALSE,"https://www.filmweb.pl/film/Stra%C5%BCnicy+Galaktyki+vol.+2-2017-722146"
"Galerianki",4,FALSE,"https://www.filmweb.pl/film/Galerianki-2009-525892"
"Zaginione miasto Z",7,TRUE,"https://www.filmweb.pl/film/Zaginione+miasto+Z-2016-478112"
"Monstrum",7,FALSE,"https://www.filmweb.pl/film/Monstrum-2016-757246"
"Hunky Dory",7,FALSE,"https://www.filmweb.pl/film/Hunky+Dory-2016-758741"
"Szatan kazał tańczyć",2,FALSE,"https://www.filmweb.pl/film/Szatan+kaza%C5%82+ta%C5%84czy%C4%87-2016-754595"
"Butterfly Kisses",6,FALSE,"https://www.filmweb.pl/film/Butterfly+Kisses-2017-742336"
"Dzieciak rządzi",6,FALSE,"https://www.filmweb.pl/film/Dzieciak+rz%C4%85dzi-2017-723768"
"Nędzne psy",6,FALSE,"https://www.filmweb.pl/film/N%C4%99dzne+psy-1971-9819"
"Szybcy i wściekli 8",7,TRUE,"https://www.filmweb.pl/film/Szybcy+i+w%C5%9Bciekli+8-2017-741981"
"Gra o wszystko",6,FALSE,"https://www.filmweb.pl/film/Gra+o+wszystko-2017-771025"
"Mur",6,FALSE,"https://www.filmweb.pl/film/Mur-2014-694235"
"Ghost in the Shell",6,TRUE,"https://www.filmweb.pl/film/Ghost+in+the+Shell-2017-486822"
"Thor: Mroczny świat",4,FALSE,"https://www.filmweb.pl/film/Thor%3A+Mroczny+%C5%9Bwiat-2013-622564"
"Show",4,FALSE,"https://www.filmweb.pl/film/Show-2003-35454"
"Life",3,FALSE,"https://www.filmweb.pl/film/Life-2017-765212"
"Tango i Cash",7,TRUE,"https://www.filmweb.pl/film/Tango+i+Cash-1989-10044"
"Hitch: Najlepszy doradca przeciętnego faceta",5,FALSE,"https://www.filmweb.pl/film/Hitch%3A+Najlepszy+doradca+przeci%C4%99tnego+faceta-2005-118092"
"T2: Trainspotting",5,FALSE,"https://www.filmweb.pl/film/T2%3A+Trainspotting-2017-696071"
"Amok",5,FALSE,"https://www.filmweb.pl/film/Amok-2017-753082"
"Ghost in the Shell",7,TRUE,"https://www.filmweb.pl/film/Ghost+in+the+Shell-1995-31866"
"Wszystko albo nic",2,FALSE,"https://www.filmweb.pl/film/Wszystko+albo+nic-2017-731645"
"Milczenie",8,FALSE,"https://www.filmweb.pl/film/Milczenie-2016-278033"
"Godzilla",6,FALSE,"https://www.filmweb.pl/film/Godzilla-2014-565162"
"Pokot",6,FALSE,"https://www.filmweb.pl/film/Pokot-2017-690820"
"Kong: Wyspa Czaszki",5,FALSE,"https://www.filmweb.pl/film/Kong%3A+Wyspa+Czaszki-2017-719066"
"Piękna i Bestia",7,FALSE,"https://www.filmweb.pl/film/Pi%C4%99kna+i+Bestia-1991-31366"
"Ukryte działania",6,FALSE,"https://www.filmweb.pl/film/Ukryte+dzia%C5%82ania-2016-763134"
"Pisklak",7,FALSE,"https://www.filmweb.pl/film/Pisklak-2016-768113"
"Django",7,FALSE,"https://www.filmweb.pl/film/Django-2012-620541"
